Brand,Model,Year,KM_Driven,Fuel_Type,Mileage,Transmission,Owner_Type,Engine,Seats,Selling_Price
Honda,City,2011,52350,Diesel,22.3,Automatic,First Owner,1197,5,356816
Honda,Amaze,2023,129567,Diesel,29.1,Automatic,Third Owner,1197,5,749985
Kia,Seltos,2020,129072,CNG,18,Automatic,Third Owner,998,4,562528
Kia,Carens,2017,45960,Diesel,15.6,Manual,Third Owner,1498,6,547770
Honda,City,2016,41165,CNG,22.1,Manual,Second Owner,796,7,486755
Kia,Seltos,2025,162922,Diesel,27.4,Manual,Second Owner,1498,5,701934
Honda,Amaze,2020,23720,CNG,12.9,Manual,Second Owner,796,5,595317
Tata,Nexon,2017,161239,Diesel,22.6,Automatic,Third Owner,1197,5,433774
Toyota,Glanza,2013,29514,Petrol,13,Manual,First Owner,1497,5,505465
Maruti,Swift,2024,104549,CNG,21.8,Manual,Second Owner,1197,5,749851
Maruti,Baleno,2010,78659,CNG,27.5,Automatic,Second Owner,2179,4,487638
Toyota,Urban Cruiser,2018,32936,Petrol,17.4,Manual,First Owner,1197,5,641766
Hyundai,i20,2015,20916,Petrol,18.3,Automatic,Second Owner,1498,4,581763
Kia,Seltos,2025,159501,Petrol,12.1,Automatic,Second Owner,1498,5,705123
Honda,Amaze,2016,103739,Petrol,24.7,Automatic,Third Owner,998,6,446806
Kia,Sonet,2022,169849,Petrol,27.1,Automatic,First Owner,796,5,608598
Honda,Amaze,2014,163351,Petrol,12.7,Automatic,First Owner,998,6,317949
Mahindra,Scorpio,2016,166760,CNG,23,Manual,Second Owner,998,4,321196
Kia,Sonet,2010,59538,CNG,29.4,Automatic,Second Owner,2179,5,540495
Toyota,Innova,2024,25737,CNG,19.2,Manual,First Owner,1197,5,878058
Tata,Altroz,2021,103492,CNG,16.2,Manual,Second Owner,1248,7,569545
Toyota,Fortuner,2014,188539,Petrol,19.1,Automatic,Third Owner,1497,4,300169
Maruti,WagonR,2025,20191,Diesel,13.7,Automatic,Second Owner,1497,7,920904
Mahindra,XUV700,2022,91270,Petrol,22.7,Automatic,Second Owner,2179,6,818589
Mahindra,Bolero,2025,65541,CNG,29.6,Automatic,Second Owner,1248,7,910375
Toyota,Fortuner,2017,157636,Diesel,28.4,Automatic,Third Owner,1997,7,615111
Toyota,Innova,2010,20093,Petrol,21.4,Automatic,Third Owner,1997,7,538049
Maruti,Dzire,2019,18689,Diesel,29.8,Automatic,Third Owner,1497,7,829143
Honda,Jazz,2025,20219,CNG,22.5,Automatic,Third Owner,1498,6,969947
Maruti,Baleno,2021,65466,Petrol,26.1,Automatic,Third Owner,2179,6,828494
Tata,Nexon,2019,138830,CNG,23.9,Automatic,First Owner,1248,7,526654
Toyota,Innova,2010,80005,CNG,17.3,Manual,Second Owner,1997,7,396767
Hyundai,Verna,2021,128755,Petrol,13.5,Automatic,First Owner,1197,4,583175
Mahindra,XUV700,2022,17986,Diesel,27.8,Automatic,First Owner,1248,7,826051
Toyota,Innova,2016,34355,Petrol,12.1,Manual,First Owner,1248,6,526315
Toyota,Urban Cruiser,2017,57504,Diesel,14,Automatic,Third Owner,1498,5,556789
Mahindra,Bolero,2012,11512,CNG,21,Manual,Second Owner,796,7,433644
Mahindra,Bolero,2019,187217,Petrol,28.5,Automatic,Third Owner,1497,7,539549
Toyota,Glanza,2011,68636,CNG,20.4,Manual,Second Owner,1248,7,316038
Honda,City,2022,22762,Diesel,13,Manual,Third Owner,1197,4,778959
Kia,Carens,2012,99569,CNG,19.1,Manual,Second Owner,1197,6,334717
Mahindra,XUV700,2024,81110,Diesel,23.5,Automatic,First Owner,1197,4,778881
Tata,Nexon,2023,130616,Petrol,18.5,Manual,First Owner,1497,5,703833
Toyota,Innova,2022,197818,CNG,27,Manual,Third Owner,2179,6,639309
Kia,Carens,2011,49786,CNG,20,Automatic,Second Owner,796,7,311129
Kia,Seltos,2024,99036,Diesel,23.9,Manual,First Owner,998,5,761745
Toyota,Urban Cruiser,2013,145786,Petrol,24.2,Manual,First Owner,998,5,271872
Mahindra,XUV300,2021,98676,Petrol,15.6,Automatic,Second Owner,1997,4,728235
Kia,Seltos,2025,133238,Diesel,18.5,Manual,Third Owner,796,4,623901
Mahindra,XUV700,2023,58559,CNG,29.2,Automatic,Third Owner,796,7,808186
Tata,Nexon,2025,188096,CNG,29.7,Automatic,Second Owner,2179,7,789204
Maruti,Dzire,2021,27088,Diesel,13.8,Automatic,Second Owner,2179,6,856506
Kia,Seltos,2023,169301,CNG,26.2,Manual,Second Owner,1248,5,655579
Maruti,Baleno,2025,12405,Petrol,13,Automatic,First Owner,796,6,813561
Toyota,Fortuner,2020,72302,CNG,23.9,Automatic,First Owner,1997,4,778301
Hyundai,Venue,2012,121676,CNG,14.1,Automatic,Second Owner,1498,4,282154
Kia,Sonet,2021,32639,CNG,16.1,Manual,Third Owner,1498,4,714063
Kia,Sonet,2015,161565,CNG,13.8,Manual,Third Owner,1248,6,288363
Toyota,Innova,2010,6596,Petrol,16.7,Automatic,First Owner,2179,5,498751
Mahindra,XUV700,2024,49502,Petrol,25.5,Automatic,Third Owner,1248,7,852122
Honda,Amaze,2013,18124,Petrol,12.4,Manual,Second Owner,796,5,436723
Maruti,Dzire,2014,18517,Petrol,13,Automatic,Second Owner,1248,7,496645
Toyota,Urban Cruiser,2015,112329,Diesel,25.5,Manual,First Owner,1248,4,403060
Honda,City,2023,179903,Diesel,26.9,Automatic,First Owner,796,6,580044
Honda,City,2010,87901,CNG,14,Manual,Second Owner,998,6,249719
Mahindra,XUV300,2021,68803,CNG,28.3,Manual,Second Owner,1997,4,813479
Toyota,Glanza,2025,107476,CNG,29.4,Automatic,Second Owner,2179,6,919113
Toyota,Innova,2023,44925,Petrol,17.4,Manual,Third Owner,796,4,749019
Toyota,Fortuner,2019,85875,CNG,21.5,Manual,First Owner,2179,4,746187
Maruti,Baleno,2018,43856,Diesel,25.8,Manual,Second Owner,998,5,579381
Tata,Nexon,2012,78097,CNG,21.6,Manual,Second Owner,1497,6,443155
Maruti,Baleno,2011,90119,Diesel,20.3,Manual,Second Owner,1248,7,280670
Tata,Harrier,2014,153880,Petrol,16,Automatic,First Owner,1997,4,453369
Tata,Altroz,2011,29817,Diesel,15.1,Manual,Second Owner,1197,4,348921
Maruti,Baleno,2014,192971,Petrol,26.5,Automatic,Second Owner,1497,5,300802
Toyota,Urban Cruiser,2011,71595,Petrol,20.9,Manual,First Owner,1497,4,338779
Maruti,Baleno,2019,56564,Petrol,29.9,Manual,First Owner,1197,4,701990
Tata,Harrier,2017,61719,CNG,17.4,Automatic,First Owner,1997,6,624322
Kia,Seltos,2020,121969,CNG,26.5,Automatic,First Owner,1197,5,630250
Hyundai,i20,2019,58386,Petrol,16.8,Manual,Third Owner,796,4,576350
Tata,Harrier,2012,39025,Diesel,14.5,Manual,Third Owner,796,4,306574
Kia,Sonet,2011,109175,Petrol,27.5,Automatic,Second Owner,1197,5,336861
Tata,Punch,2023,137307,Diesel,17,Automatic,Third Owner,1197,5,624015
Kia,Sonet,2011,123802,CNG,28.9,Automatic,First Owner,1497,6,340262
Tata,Harrier,2023,67186,Diesel,27.4,Manual,Third Owner,1498,7,824642
Hyundai,Venue,2017,93597,Diesel,19.7,Manual,Second Owner,1997,4,557589
Mahindra,Scorpio,2018,34356,CNG,20.9,Manual,First Owner,1197,6,671854
Hyundai,i20,2017,50754,Diesel,20.3,Manual,First Owner,1497,5,584824
Hyundai,Verna,2018,51771,CNG,22.4,Manual,Third Owner,2179,5,760286
Hyundai,i20,2024,175075,Petrol,15.1,Manual,First Owner,796,4,599922
Kia,Sonet,2019,192664,Diesel,14,Automatic,Second Owner,1997,5,518435
Toyota,Urban Cruiser,2023,150751,Petrol,13,Automatic,Second Owner,1497,6,696099
Honda,City,2024,104792,Petrol,27.7,Automatic,Third Owner,1248,6,771442
Mahindra,XUV700,2013,128002,Diesel,14.7,Automatic,First Owner,2179,4,439549
Hyundai,Venue,2020,75608,Diesel,12,Automatic,Third Owner,1248,4,606289
Toyota,Urban Cruiser,2012,157556,CNG,13.8,Manual,First Owner,1248,6,223121
Maruti,Swift,2011,163845,Petrol,21.9,Automatic,First Owner,2179,7,295834
Hyundai,Verna,2015,47912,Diesel,26.4,Manual,Third Owner,1197,6,533944
Hyundai,Creta,2022,114596,Petrol,24,Automatic,Third Owner,1497,5,733095
Mahindra,XUV300,2022,70243,Diesel,19.3,Automatic,Second Owner,2179,6,836039
Hyundai,Venue,2022,54857,Petrol,26,Manual,Second Owner,1498,7,778922
Tata,Harrier,2020,53314,Petrol,13.8,Automatic,First Owner,1498,6,757921
Kia,Seltos,2023,160689,CNG,29.6,Automatic,Second Owner,1248,4,731329
Maruti,Dzire,2018,94084,Petrol,20.3,Manual,Third Owner,998,5,532433
Tata,Nexon,2010,164557,Petrol,13,Manual,Third Owner,1248,4,127701
Hyundai,Venue,2011,68125,Petrol,27.8,Manual,Second Owner,1197,5,337659
Tata,Nexon,2024,55871,Petrol,29.7,Manual,Third Owner,1248,5,875334
Honda,Jazz,2018,12380,Petrol,17.1,Automatic,Third Owner,1197,6,636968
Maruti,WagonR,2015,56439,CNG,29,Automatic,First Owner,998,4,487005
Hyundai,Venue,2019,85426,CNG,29.8,Automatic,Second Owner,2179,4,745559
Mahindra,XUV300,2024,10240,CNG,16.2,Manual,Third Owner,1498,7,863585
Mahindra,Scorpio,2010,181826,CNG,14.6,Automatic,Second Owner,1997,7,252492
Honda,City,2010,91495,Diesel,29.8,Automatic,Second Owner,2179,6,462446
Tata,Nexon,2013,174651,Diesel,14.1,Manual,Second Owner,1197,6,170646
Maruti,Dzire,2018,54648,CNG,15.9,Manual,Third Owner,998,5,605621
Maruti,Baleno,2022,12091,CNG,23,Manual,First Owner,1197,6,830070
Tata,Altroz,2020,107986,Diesel,29.5,Manual,Second Owner,1497,5,694384
Hyundai,Verna,2010,41827,Petrol,23,Automatic,Third Owner,1497,7,451584
Tata,Altroz,2013,130741,Diesel,26.4,Automatic,Second Owner,1497,6,417620
Honda,City,2020,57491,Diesel,13.9,Automatic,Second Owner,2179,6,771465
Tata,Punch,2023,176345,CNG,22,Automatic,Third Owner,998,4,648118
Maruti,Dzire,2014,84699,Diesel,17.9,Manual,First Owner,1497,4,489003
Hyundai,Verna,2014,52325,Diesel,14.5,Automatic,Third Owner,1498,5,530905
Maruti,Swift,2018,8128,CNG,13.8,Automatic,First Owner,1248,6,651453
Kia,Carens,2012,171989,Petrol,25,Manual,Second Owner,1997,5,351863
Maruti,Swift,2019,14373,Petrol,18.9,Manual,Third Owner,1498,5,746180
Maruti,Baleno,2021,55686,CNG,13.5,Automatic,Third Owner,998,7,700680
Mahindra,Scorpio,2015,156573,Petrol,26.8,Manual,Second Owner,796,6,314470
Kia,Seltos,2017,90669,CNG,24.9,Automatic,Third Owner,1497,5,609479
Toyota,Fortuner,2011,20535,Diesel,24.7,Automatic,First Owner,1248,7,433466
Honda,Amaze,2015,107348,Diesel,18.1,Manual,First Owner,1997,5,529394
Maruti,Baleno,2016,28976,CNG,29.8,Manual,Third Owner,998,5,563362
Maruti,Baleno,2011,78700,Diesel,16.2,Automatic,Second Owner,1997,7,400810
Maruti,WagonR,2015,31854,Petrol,20.4,Automatic,Second Owner,1997,5,642990
Honda,Jazz,2024,190415,Petrol,27.3,Automatic,First Owner,1197,4,643286
Hyundai,i20,2016,57162,Petrol,20.5,Automatic,Second Owner,2179,5,692681
Hyundai,Verna,2021,196149,Diesel,17.1,Automatic,Third Owner,1248,5,552782
Honda,Jazz,2024,76191,CNG,25.4,Automatic,Third Owner,1248,5,857669
Kia,Sonet,2011,27427,Petrol,18,Automatic,Third Owner,2179,6,579235
Mahindra,Scorpio,2014,117708,CNG,17.8,Automatic,Second Owner,796,7,356513
Toyota,Innova,2022,23022,Petrol,16.9,Automatic,Second Owner,1248,4,854139
Kia,Sonet,2014,185375,CNG,23.8,Manual,First Owner,1197,5,315450
Maruti,WagonR,2025,33656,Petrol,21,Manual,First Owner,1498,5,955204
Toyota,Urban Cruiser,2014,76537,Diesel,22.1,Manual,Third Owner,1498,7,494856
Hyundai,Verna,2020,86089,CNG,29.6,Automatic,Third Owner,998,7,705576
Toyota,Innova,2015,45252,Diesel,27.1,Manual,First Owner,796,6,521716
Honda,City,2018,78417,CNG,20,Automatic,First Owner,2179,7,729356
Tata,Altroz,2022,94164,CNG,29,Manual,Third Owner,1248,4,683155
Toyota,Innova,2010,159261,CNG,19.6,Automatic,Third Owner,1248,4,162415
Tata,Altroz,2010,44854,CNG,29.1,Manual,Third Owner,2179,4,491636
Tata,Nexon,2015,92940,Diesel,23,Manual,First Owner,1248,7,477622
Honda,Amaze,2019,90274,Diesel,19,Automatic,Third Owner,1248,7,626475
Mahindra,XUV300,2012,55180,CNG,13.2,Manual,Third Owner,1997,6,427203
Honda,WR-V,2020,95849,CNG,19.7,Automatic,First Owner,1248,5,650554
Hyundai,Verna,2020,136622,Petrol,24.5,Automatic,First Owner,2179,7,684427
Toyota,Innova,2022,178595,Petrol,21.6,Manual,Second Owner,2179,5,639741
Tata,Punch,2015,101227,Petrol,19.7,Automatic,Third Owner,1997,7,516571
Toyota,Fortuner,2015,148687,Diesel,29.6,Manual,Third Owner,1248,7,401064
Kia,Seltos,2014,199289,CNG,13.5,Manual,First Owner,1497,7,216476
Toyota,Fortuner,2010,147275,Petrol,13.5,Manual,First Owner,2179,7,280413
Kia,Seltos,2013,84933,CNG,19.4,Manual,Third Owner,998,7,387359
Kia,Seltos,2014,71826,Diesel,26.6,Manual,Second Owner,1197,7,453906
Maruti,Swift,2022,155427,CNG,23.1,Manual,Third Owner,998,4,601346
Maruti,WagonR,2020,165363,Diesel,15.6,Automatic,First Owner,796,5,512774
Toyota,Innova,2023,78878,Diesel,28.7,Manual,First Owner,796,4,761490
Mahindra,XUV700,2024,31839,Petrol,30,Automatic,Second Owner,1498,4,959429
Toyota,Glanza,2013,51421,CNG,20.1,Automatic,Second Owner,1498,7,527903
Toyota,Innova,2015,70507,Diesel,29.6,Manual,Third Owner,1498,7,507471
Honda,WR-V,2023,20526,Diesel,28.6,Manual,Second Owner,2179,4,938955
Toyota,Innova,2014,55229,Diesel,25.2,Manual,First Owner,1997,6,616003
Hyundai,Venue,2025,50081,Diesel,20.8,Automatic,Third Owner,1997,6,952819
Kia,Sonet,2014,84758,CNG,29.2,Automatic,First Owner,1497,7,508965
Toyota,Urban Cruiser,2014,114091,CNG,23.2,Manual,Second Owner,1498,4,435819
Tata,Nexon,2014,167733,Petrol,16.6,Manual,Second Owner,1197,7,262598
Mahindra,XUV700,2014,139143,Diesel,29.8,Manual,Third Owner,1197,4,402673
Hyundai,Creta,2012,163058,Petrol,20.7,Manual,First Owner,796,6,205884
Tata,Punch,2015,50982,CNG,22,Manual,Second Owner,1248,7,470115
Mahindra,Scorpio,2020,16816,Diesel,19,Automatic,Third Owner,1498,7,796306
Hyundai,Creta,2018,23558,Diesel,26.4,Automatic,First Owner,2179,5,821250
Hyundai,i20,2012,56728,CNG,29.3,Manual,Second Owner,998,4,406896
Honda,WR-V,2011,70450,Petrol,25.2,Manual,Second Owner,1197,4,309324
Toyota,Innova,2019,129187,Petrol,23.6,Manual,First Owner,1248,7,511191
Tata,Harrier,2024,60941,Diesel,24.9,Automatic,First Owner,1498,6,871645
Tata,Harrier,2013,57143,Diesel,28.9,Manual,Third Owner,1997,6,544035
Hyundai,Creta,2025,180752,Petrol,17.5,Automatic,Third Owner,2179,5,773752
Honda,WR-V,2023,90243,Petrol,26.4,Automatic,Second Owner,1498,4,812166
Toyota,Glanza,2021,11494,Diesel,22.4,Automatic,First Owner,796,6,752579
Hyundai,Verna,2023,69233,CNG,24.5,Automatic,Third Owner,1248,6,849353
Tata,Punch,2020,122604,Petrol,18.4,Automatic,First Owner,2179,4,661223
Tata,Altroz,2011,141903,Petrol,12.9,Manual,Second Owner,1497,4,224741
Honda,WR-V,2017,57473,Diesel,23.6,Manual,Second Owner,1497,5,561201
Toyota,Innova,2010,161842,Diesel,27.6,Automatic,Third Owner,1498,4,241360
Mahindra,XUV700,2016,65485,CNG,16.2,Automatic,Second Owner,1498,6,563691
Mahindra,XUV300,2014,18409,CNG,19,Automatic,First Owner,1997,4,645983
Toyota,Innova,2013,146566,CNG,22.6,Manual,Third Owner,2179,5,403155
Honda,Amaze,2019,129817,Diesel,29.2,Automatic,Third Owner,2179,4,659939
Kia,Sonet,2012,5386,CNG,16.5,Manual,Third Owner,1497,5,518840
Honda,WR-V,2017,123217,Diesel,22.2,Manual,First Owner,1197,7,448915
Tata,Nexon,2010,5698,Petrol,16.5,Automatic,Second Owner,796,7,333520
Kia,Seltos,2013,144453,Diesel,29.1,Automatic,First Owner,998,7,358864
Maruti,Swift,2018,143778,CNG,25,Automatic,First Owner,2179,7,630534
Kia,Carens,2025,112197,CNG,14.4,Manual,Second Owner,1498,7,775905
Mahindra,XUV300,2011,79134,Diesel,20,Manual,First Owner,1498,5,369016
Toyota,Urban Cruiser,2022,133848,Petrol,27.3,Automatic,Third Owner,1248,5,722314
Maruti,Dzire,2014,199265,Petrol,25.9,Manual,Second Owner,796,4,194086
Maruti,WagonR,2020,175305,CNG,19.7,Automatic,First Owner,998,4,451237
Toyota,Urban Cruiser,2015,42887,Diesel,19.5,Automatic,First Owner,1248,5,586110
Hyundai,Verna,2022,24123,Petrol,17.1,Automatic,Second Owner,1498,7,787015
Tata,Punch,2018,84878,CNG,21.6,Automatic,First Owner,2179,5,656887
Kia,Carens,2023,186195,Petrol,20.1,Automatic,First Owner,796,5,606614
Mahindra,Scorpio,2023,12947,Diesel,15.8,Automatic,Second Owner,2179,6,994484
Honda,Amaze,2018,97453,Petrol,29.6,Automatic,First Owner,2179,4,677706
Honda,WR-V,2021,131778,CNG,13.5,Automatic,Third Owner,1997,4,722148
Mahindra,Bolero,2018,20861,Diesel,18.7,Manual,Third Owner,1248,7,650962
Hyundai,Venue,2017,15390,CNG,23.4,Manual,Third Owner,1497,5,697864
Maruti,Swift,2013,6480,Petrol,21.6,Automatic,Second Owner,1498,4,544737
Honda,WR-V,2021,63580,CNG,20.7,Manual,Second Owner,1248,5,672834
Mahindra,Scorpio,2023,101113,Petrol,23.1,Automatic,Second Owner,1197,4,766669
Kia,Sonet,2023,12941,Petrol,28.1,Automatic,First Owner,1997,7,1004193
Mahindra,XUV700,2018,169157,CNG,21.7,Automatic,Second Owner,796,6,455300
Hyundai,i20,2011,82218,Petrol,19.5,Manual,First Owner,1197,6,277187
Honda,WR-V,2017,122375,Petrol,17.1,Manual,Third Owner,2179,7,613165
Mahindra,Bolero,2010,75653,Diesel,15.6,Automatic,Second Owner,1497,6,366675
Toyota,Innova,2013,75162,CNG,21.5,Manual,First Owner,1997,7,497806
Hyundai,i20,2020,14143,Petrol,23.1,Automatic,Third Owner,1497,6,764167
Mahindra,XUV700,2012,185794,CNG,19.2,Automatic,Second Owner,796,7,165519
Tata,Punch,2025,102820,Diesel,17.2,Automatic,Third Owner,2179,7,910798
Tata,Nexon,2011,179478,CNG,26.3,Automatic,Second Owner,998,5,207209
Tata,Altroz,2014,46639,CNG,19.8,Manual,Third Owner,1248,7,472858
Mahindra,XUV300,2011,94591,Petrol,26.7,Manual,Second Owner,1248,6,363195
Maruti,Swift,2022,75838,Diesel,20.8,Manual,Third Owner,1997,6,830447
Hyundai,i20,2014,193932,CNG,21.9,Manual,Second Owner,796,7,192136
Hyundai,Venue,2010,9800,Petrol,23.5,Automatic,First Owner,1497,5,471169
Honda,City,2021,30201,Diesel,22.1,Manual,Third Owner,998,4,756121
Mahindra,XUV700,2014,134269,CNG,27.2,Automatic,Third Owner,1498,4,463197
Toyota,Urban Cruiser,2013,45042,CNG,25.8,Manual,First Owner,796,6,444421
Mahindra,Bolero,2016,26929,CNG,20.5,Automatic,First Owner,998,7,608381
Mahindra,Scorpio,2012,140260,CNG,23.5,Automatic,Third Owner,1197,6,317610
Maruti,WagonR,2015,91546,CNG,27.5,Manual,Third Owner,998,5,425761
Hyundai,Venue,2014,73026,Petrol,12,Automatic,First Owner,796,7,364114
Honda,Jazz,2019,28851,Petrol,27.6,Automatic,Second Owner,796,7,668552
Honda,Amaze,2025,111935,CNG,21.7,Automatic,Third Owner,2179,6,944597
Mahindra,Bolero,2025,48037,CNG,20.9,Manual,First Owner,1498,6,899057
Mahindra,Scorpio,2012,141233,Petrol,18.9,Automatic,Third Owner,2179,4,433820
Maruti,Swift,2012,172383,CNG,13.7,Manual,Second Owner,1498,5,249907
Mahindra,XUV700,2020,121825,Petrol,15.6,Automatic,First Owner,1248,6,589210
Hyundai,Creta,2025,137582,CNG,20.3,Manual,First Owner,1197,5,744431
Kia,Sonet,2025,20494,CNG,15,Manual,Third Owner,796,7,815807
Tata,Punch,2023,169612,Petrol,27.5,Automatic,Second Owner,1498,7,662124
Mahindra,Bolero,2014,20768,Petrol,15.3,Automatic,Third Owner,1997,7,628678
Hyundai,Verna,2015,164996,Diesel,27.5,Automatic,Third Owner,1497,4,428109
Honda,Jazz,2016,45778,Diesel,14.1,Manual,First Owner,998,5,472108
Tata,Altroz,2015,98985,Petrol,23.1,Manual,First Owner,1997,7,567026
Hyundai,i20,2015,20376,Petrol,17.4,Automatic,Second Owner,1248,6,536089
Kia,Carens,2021,41932,Petrol,23.2,Automatic,Third Owner,998,6,698744
Maruti,Dzire,2014,70921,Diesel,19.8,Automatic,Second Owner,998,5,402706
Honda,Jazz,2023,177073,CNG,29.8,Automatic,Second Owner,1498,4,657916
Tata,Harrier,2021,64107,CNG,21.5,Manual,Second Owner,1197,4,663375
Honda,WR-V,2015,46418,Petrol,20,Automatic,Third Owner,1997,6,585802
Mahindra,Scorpio,2023,36336,Diesel,27.4,Manual,Third Owner,1997,4,881902
Maruti,Baleno,2015,158063,Petrol,12.9,Manual,Third Owner,1248,4,350385
Mahindra,XUV700,2025,21328,CNG,14.7,Automatic,Second Owner,1248,7,953478
Maruti,Dzire,2021,114669,Diesel,23.7,Automatic,Third Owner,2179,7,785973
Hyundai,Venue,2023,118157,Diesel,27.6,Manual,First Owner,2179,4,820512
Hyundai,i20,2016,37511,Diesel,28.6,Manual,Third Owner,796,7,563369
Tata,Altroz,2011,107875,CNG,22.7,Automatic,Second Owner,1248,6,289776
Maruti,WagonR,2017,189613,Diesel,19.8,Automatic,Second Owner,1997,6,489670
Mahindra,Bolero,2015,150001,CNG,25.1,Automatic,First Owner,1248,5,373427
Tata,Altroz,2021,92329,CNG,19,Manual,First Owner,1997,5,753677
Mahindra,Scorpio,2020,155578,Petrol,27.5,Manual,Second Owner,1248,4,521658
Maruti,Baleno,2017,71604,CNG,24.3,Manual,Second Owner,1197,4,551602
Toyota,Urban Cruiser,2024,55728,Diesel,25.5,Manual,Second Owner,1248,6,791413
Mahindra,XUV700,2024,188960,CNG,14.9,Automatic,Third Owner,2179,5,744090
Toyota,Glanza,2025,150226,Petrol,20.5,Manual,First Owner,1497,4,759932
Hyundai,Creta,2017,12739,Petrol,13,Manual,Third Owner,1497,4,635119
Maruti,Baleno,2022,129037,CNG,14.6,Automatic,Third Owner,1498,6,700369
Maruti,Swift,2013,85538,Diesel,15.7,Automatic,First Owner,1498,6,462318
Toyota,Urban Cruiser,2012,52411,Petrol,21.7,Automatic,Third Owner,1498,5,441525
Honda,Jazz,2019,113955,Petrol,20.9,Manual,First Owner,1197,6,526048
Tata,Punch,2012,34441,Petrol,12.3,Automatic,Second Owner,1248,6,398924
Tata,Harrier,2023,159050,CNG,13.7,Manual,Second Owner,1248,5,642926
Kia,Seltos,2015,55480,Diesel,22.4,Manual,Third Owner,2179,5,594060
Honda,Amaze,2010,64536,Diesel,17.2,Manual,Third Owner,1498,6,330512
Kia,Carens,2011,158687,Petrol,16.8,Automatic,Third Owner,998,4,221975
Hyundai,Creta,2010,71274,CNG,26.4,Manual,Third Owner,998,6,343042
Honda,WR-V,2015,94052,Petrol,27.2,Automatic,Second Owner,1997,4,590936
Kia,Sonet,2015,152125,Diesel,29.8,Manual,First Owner,1497,5,402467
Toyota,Glanza,2020,45916,CNG,25.3,Automatic,Third Owner,1498,6,777372
Kia,Seltos,2010,193410,CNG,20,Automatic,Second Owner,1497,4,125614
Kia,Carens,2013,86549,Petrol,28.1,Automatic,Third Owner,1498,6,474734
Mahindra,XUV700,2016,93687,Petrol,19.7,Automatic,Second Owner,1498,7,523831
Tata,Altroz,2025,36866,CNG,27,Automatic,Third Owner,796,5,921352
Toyota,Fortuner,2014,196080,CNG,29,Automatic,Third Owner,1197,6,279641
Honda,Amaze,2016,76247,Diesel,17.1,Manual,First Owner,1997,7,566832
Tata,Nexon,2014,134601,Diesel,13.4,Manual,Second Owner,2179,4,384281
Mahindra,Scorpio,2020,82123,Petrol,17.5,Automatic,Third Owner,796,6,573709
Mahindra,Scorpio,2013,163771,CNG,18.2,Automatic,First Owner,998,7,296681
Honda,City,2016,166762,Diesel,13.3,Automatic,Third Owner,1497,6,403824
Hyundai,Venue,2012,21184,Diesel,14.4,Manual,Third Owner,1498,7,479880
Honda,Amaze,2012,85974,Petrol,28.9,Manual,Third Owner,1498,4,449539
Maruti,WagonR,2010,70947,Petrol,17.3,Automatic,Third Owner,796,6,302559
Tata,Harrier,2025,105283,CNG,12.6,Automatic,First Owner,1197,6,808580
Maruti,Swift,2015,58756,CNG,13.6,Automatic,Third Owner,1997,7,541641
Mahindra,Bolero,2014,109052,Diesel,21.3,Manual,Third Owner,2179,5,536884
Tata,Harrier,2020,15490,CNG,19.2,Automatic,First Owner,1248,4,792842
Honda,WR-V,2013,196243,CNG,20.1,Manual,Third Owner,1197,5,166870
Kia,Sonet,2012,155445,CNG,28.3,Manual,First Owner,1498,6,350113
Tata,Nexon,2019,75916,Petrol,21.3,Manual,First Owner,1498,6,649841
Maruti,WagonR,2019,92310,CNG,23.3,Manual,First Owner,1497,5,623995
Maruti,Baleno,2023,173297,Diesel,12.9,Manual,Second Owner,1197,7,526650
Toyota,Fortuner,2020,52553,Petrol,24.4,Manual,Third Owner,1497,5,758527
